ARTICLE_ID,HEADLINE,AUTHOR,CONTENT,ARTICLE_URL,MEDIA_PROVIDER,PUBLISH_DATE,VIEWS_COUNT,COMMENT_COUNT,UNIQUE_COMMENTERS,ENGAGEMENT,LIKES_AND_VOTES,INBOUND_LINKS,FORUM_THREAD_SIZE,FOLLOWING,FOLLOWERS,UPDATES,BLOG_POST_SENTIMENT
350761104712,TWEET FROM: SMILINGTWWITTER,SMILINGTWWITTER,I couldn’t have done it without axe signature range of body perfumes! Made it to #Febthe15th @axeangelsclub .,http://twitter.com/SmilingTwwitter/statuses/566858704515895296,TWITTER,Feb 15 2015 07:17 AM,303970,551,228,5,586,2,10,5119,23726,30959,Negative
350761063752,TWEET FROM: KHAN_SUBHENDU,KHAN_SUBHENDU,Excited for tonight’s dinner date at CPK with my darling! Couldn’t have been possible without the axe signature #Febthe15th @axeangelsclub,http://twitter.com/khan_subhendu/statuses/566858663457878017,TWITTER,Feb 15 2015 07:16 AM,787789,665,185,3,737,5,8,57829,20152,31882,Negative
350761055167,TWEET FROM: AJAYYADAV7383,AJAYYADAV7383,Axe signature you’re my all-time favourite! Thanks @axeangelsclub for helping me make it  to #Febthe15th,http://twitter.com/ajayyadav7383/statuses/566858657975902209,TWITTER,Feb 15 2015 07:16 AM,726665,765,168,3,967,5,8,1830,30955,46215,Neutral
350761036637,TWEET FROM: SMILINGTWWITTER,SMILINGTWWITTER,"Still can’t believe, axe signature worked wonders yesterday! She was awestruck #Febthe15th @axeangelsclub",http://twitter.com/SmilingTwwitter/statuses/566858639755866112,TWITTER,Feb 15 2015 07:16 AM,1038557,708,160,2,747,0,5,23408,31319,30958,Neutral
350760955986,TWEET FROM: MAINIMANISH,MAINIMANISH,Did your impression last enough? It’s time you prove it to @axeangelsclub with #Febthe15th. http://t.co/wFI0Tjxqzm,http://twitter.com/mainimanish/statuses/566858537934917635,TWITTER,Feb 15 2015 07:16 AM,337065,447,254,7,854,5,10,6468,34072,53190,Neutral
350760946193,TWEET FROM: AJAYYADAV7383,AJAYYADAV7383,Excited for tonight’s dinner date at CPK with my darling! Couldn’t have been possible  without the axe signature #Febthe15th @axeangelsclub,http://twitter.com/ajayyadav7383/statuses/566858529961545728,TWITTER,Feb 15 2015 07:16 AM,1189533,313,188,8,752,2,15,6981,5695,46212,Neutral
350760931874,TWEET FROM: AXEANGELSCLUB,AXEANGELSCLUB,RT @ajayyadav7383 Thinking of meeting her again? Leave an impression. Be a part of @axeangelsclub &  participate in #Febthe15th.,http://twitter.com/axeangelsclub/statuses/566858517093429248,TWITTER,Feb 15 2015 07:16 AM,940499,449,234,6,883,3,6,20868,19858,5332,Positive
350760920618,TWEET FROM: ABUCRIC,ABUCRIC,Still can’t believe my charm worked yesterday! Couldn’t have been possible without axe signature! The Best out  #Febthe15th @axeangelsclub,http://twitter.com/AbuCric/statuses/566858504892194818,TWITTER,Feb 15 2015 07:16 AM,19259,473,205,4,751,3,12,49861,33085,31393,Neutral
350760983623,TWEET FROM: AJAYYADAV7383,AJAYYADAV7383,Thinking of meeting her again? Leave an impression. Be a part of @axeangelsclub &  participate in #Febthe15th.,http://twitter.com/ajayyadav7383/statuses/566858467994902530,TWITTER,Feb 15 2015 07:16 AM,101822,496,188,10,705,2,11,92264,26076,46210,Negative
350760873275,TWEET FROM: SIHYEU,SIHYEU,Thinking of meeting her again? Leave an impression. Be a part of @axeangelsclub & participate in #Febthe15th.,http://twitter.com/Sihyeu/statuses/566858465667067904,TWITTER,Feb 15 2015 07:16 AM,1289946,698,170,3,890,4,3,5881,13391,119022,Neutral
350760837519,TWEET FROM: AJAYYADAV7383,AJAYYADAV7383,Did your impression last enough? It’s time you prove it to @axeangelsclub with  #Febthe15th. http://t.co/CLOvKflnQu .,http://twitter.com/ajayyadav7383/statuses/566858425548562434,TWITTER,Feb 15 2015 07:15 AM,370490,387,264,2,819,1,11,40227,39149,46208,Neutral
350760798251,TWEET FROM: BEING_ROYALS,BEING_ROYALS,I couldn’t have done it without axe signature range of body perfumes! Made it to #Febthe15th @axeangelsclub,http://twitter.com/Being_royals/statuses/566858392350650369,TWITTER,Feb 15 2015 07:15 AM,252426,352,164,2,528,5,3,78575,32432,93806,Positive
350760812542,TWEET FROM: AJAYYADAV7383,AJAYYADAV7383,Left an unforgettable impression on her yesterday? @axeangelsclub has an all new day to  celebrate your signature style on #FebThe15th,http://twitter.com/ajayyadav7383/statuses/566858380019396608,TWITTER,Feb 15 2015 07:15 AM,983747,703,213,2,594,0,15,14763,32185,46208,Negative
350760706769,TWEET FROM: ERMANIKSHARMA,ERMANIKSHARMA,Axe signature you’re my all-time favourite!  @axeangelsclub for helping me  #Febthe15th,http://twitter.com/ErManikSharma/statuses/566858325585715201,TWITTER,Feb 15 2015 07:15 AM,594017,704,209,0,704,1,7,30321,35800,34079,Neutral
350760834233,TWEET FROM: AJAYYADAV7383,AJAYYADAV7383,Let the axe signature perfume work its magic again! Participate & win #Febthe15th  @axeangelsclub,http://twitter.com/ajayyadav7383/statuses/566858266206953472,TWITTER,Feb 15 2015 07:15 AM,914667,606,222,6,582,2,7,56549,33729,46204,Neutral
350760822150,TWEET FROM: SUNNYSAUBHAGYA,SUNNYSAUBHAGYA,Axe Signature You are my all time favorite :D #Febthe15th @axeangelsclub,http://twitter.com/sunnysaubhagya/statuses/566858242848870401,TWITTER,Feb 15 2015 07:15 AM,804720,408,288,3,556,0,9,1272,7194,71885,Negative
350760665463,TWEET FROM: ERMANIKSHARMA,ERMANIKSHARMA,"the axe signature magic did it again, proud to have made it to #Febthe15th thanks @axeangelsclub",http://twitter.com/ErManikSharma/statuses/566858241196310529,TWITTER,Feb 15 2015 07:15 AM,708172,798,219,2,741,3,2,67055,2638,34078,Negative
350760625329,TWEET FROM: ERMANIKSHARMA,ERMANIKSHARMA,I couldn’t have done it without axe signature range of body perfumes! Made it to #Febthe15th,http://twitter.com/ErManikSharma/statuses/566858178009124865,TWITTER,Feb 15 2015 07:14 AM,1307880,441,276,4,582,2,12,42053,34981,34077,Neutral
350760622641,TWEET FROM: AJAYYADAV7383,AJAYYADAV7383,I knew axe signature would work like magic. Made it to #Febthe15th thank you @axeangelsclub!,http://twitter.com/ajayyadav7383/statuses/566858177501614083,TWITTER,Feb 15 2015 07:14 AM,62183,755,223,5,996,1,15,95830,35754,46202,Positive
350760580715,TWEET FROM: DHYANI1811,DHYANI1811,I couldn’t have done it without axe signature range of body perfumes! Made it to #Febthe15th @axeangelsclub,http://twitter.com/Dhyani1811/statuses/566858173546377216,TWITTER,Feb 15 2015 07:14 AM,1029015,308,167,2,549,2,15,18113,2591,92058,Positive
350760568434,TWEET FROM: SINHH,SINHH,Whoa! Another date with her? I surely left an impression! Guys participate in #Febthe15th contest from @axeangelsclub& win big.,http://twitter.com/sinhh/statuses/566858169507254274,TWITTER,Feb 15 2015 07:14 AM,1120755,769,199,8,524,4,14,66060,10513,47198,Neutral
350760563931,TWEET FROM: NYKHILCHOPRA,NYKHILCHOPRA,Let the axe signature perfume work its magic again! Participate & win #Febthe15th @axeangelsclub,http://twitter.com/NykhilChopra/statuses/566858162855084033,TWITTER,Feb 15 2015 07:14 AM,891954,408,225,0,882,4,5,34726,15000,36363,Negative
350760553956,TWEET FROM: COOL8769,COOL8769,Are You The Guy With A Signature? You can Do it again on #Febthe15th with @axeangelsclub http://t.co/59a3OX4Baj,http://twitter.com/COOL8769/statuses/566858148145680384,TWITTER,Feb 15 2015 07:14 AM,195471,348,155,2,892,5,10,27712,27516,21220,Neutral
350760551768,TWEET FROM: ERMANIKSHARMA,ERMANIKSHARMA,"She was mesmerized completely, axe signature you’re a true wonder! #Febthe15th   http://t.co/pAiFB5kNl1",http://twitter.com/ErManikSharma/statuses/566858142034571264,TWITTER,Feb 15 2015 07:14 AM,274788,461,164,8,815,1,1,80693,39672,34075,Positive
350760524152,TWEET FROM: AJAYYADAV7383,AJAYYADAV7383,Did your impression last enough? It’s time you prove it to @axeangelsclub with  #Febthe15th. http://t.co/CLOvKflnQu,http://twitter.com/ajayyadav7383/statuses/566858083922477056,TWITTER,Feb 15 2015 07:14 AM,9294,416,215,6,780,2,4,29909,32242,46200,Positive
350760513624,TWEET FROM: AJAYYADAV7383,AJAYYADAV7383,"She was left ecstatic yesterday, axe signature you’re a wonder spray! #Febthe15th @axeangelsclub http://t.co/CLOvKflnQu",http://twitter.com/ajayyadav7383/statuses/566858052830105600,TWITTER,Feb 15 2015 07:14 AM,391825,739,242,7,571,2,9,16346,6837,46199,Positive
350760501968,TWEET FROM: DHYANI1811,DHYANI1811,Axe signature your my go to perfume now! Thanks @axeangelsclub for helping me make it to #Febthe15th,http://twitter.com/Dhyani1811/statuses/566858035125944323,TWITTER,Feb 15 2015 07:14 AM,947997,478,242,1,563,1,15,15044,12181,92056,Positive
350760477278,TWEET FROM: AJAYYADAV7383,AJAYYADAV7383,Thinking of meeting her again? Leave an impression. Be a part of @axeangelsclub . .& participate in #Febthe15th.,http://twitter.com/ajayyadav7383/statuses/566858020835971072,TWITTER,Feb 15 2015 07:14 AM,768060,757,162,10,885,1,9,69444,24351,46198,Positive
350760441395,TWEET FROM: SIHYEU,SIHYEU,Let the axe signature perfume work its magic again! Participate & win #Febthe15th @axeangelsclub,http://twitter.com/Sihyeu/statuses/566857981493391360,TWITTER,Feb 15 2015 07:14 AM,462888,492,256,4,798,3,15,84072,29375,119020,Negative
350760660765,TWEET FROM: ABUCRIC,ABUCRIC,I couldn’t have done it without axe signature range of body perfumes! Simply Perfect !  Made it to #Febthe15th @axeangelsclub,http://twitter.com/AbuCric/statuses/566857977160687616,TWITTER,Feb 15 2015 07:14 AM,1116624,362,197,4,801,1,2,66906,10233,31391,Neutral
350760463597,TWEET FROM: MK_MO_,MK_MO_,"Catching up with her tonight at The Zen, park tonight. Now I know I’ve finally made an impression! #Febthe15th @axeangelsclub",http://twitter.com/mk_mo_/statuses/566857970382692352,TWITTER,Feb 15 2015 07:14 AM,770026,344,248,7,839,0,9,51109,15068,33137,Neutral
350802634261,Wtb Noseason Ros Items,LOVAGINA2,"Hi there, looking the following items for classic chars, till lv60: -2h staff, 3k dgm, 800+ int, socket, 10k+ lph -glove 530+ int & vita, 7%+ chc (+add some ias / chd make more attractive) -1h weap (for barbar - prefer axe) 580+ str, socket -1h weap (for barbar - prefer axe) 580+ vit, socket Pls leave your...",http://forums.d2jsp.org/topic.php?t=72238361&f=179#p486601794,Forum Posts,Feb 15 2015 07:14 AM,181278,354,198,0,842,4,6,13124,7503,0,Positive
350760407155,TWEET FROM: KP_85,KP_85,@Being_royals Did your impression last enough? It’s time you prove it to @axeangelsclub with #Febthe15th. http://t.co/In6BIsKwrb,http://twitter.com/kp_85/statuses/566857911654027264,TWITTER,Feb 15 2015 07:13 AM,759420,559,265,10,977,1,14,39463,29310,49614,Neutral
350760363638,TWEET FROM: ATHEIST_KRISHNA,ATHEIST_KRISHNA,@bhossdk Leave an impression. Be a part of @axeangelsclub & participate in #Febthe15th.,http://twitter.com/Atheist_Krishna/statuses/566857857157451776,TWITTER,Feb 15 2015 07:13 AM,210559,741,151,8,736,4,14,19001,25813,60027,Positive
350760494598,TWEET FROM: ERMANIKSHARMA,ERMANIKSHARMA,"Still can’t believe, axe signature worked wonders yesterday! She was awestruck #Febthe15th @axeangelsclub",http://twitter.com/ErManikSharma/statuses/566857846575230976,TWITTER,Feb 15 2015 07:13 AM,26025,473,233,0,791,3,13,24031,33453,34072,Positive
350760345007,TWEET FROM: MAINIMANISH,MAINIMANISH,I couldn’t have done it without axe signature range of body perfumes! Made it to #Febthe15th @axeangelsclub,http://twitter.com/mainimanish/statuses/566857816518819840,TWITTER,Feb 15 2015 07:13 AM,934672,600,219,0,803,5,1,43728,8709,53184,Neutral
350760451784,TWEET FROM: MK_MO_,MK_MO_,Let the axe signature perfume work its magic again! Participate & win #Febthe15th @axeangelsclub,http://twitter.com/mk_mo_/statuses/566857798202302465,TWITTER,Feb 15 2015 07:13 AM,234371,607,169,7,975,4,11,66272,35540,33133,Positive
350760317912,TWEET FROM: ERMANIKSHARMA,ERMANIKSHARMA,So far so good! ! Thanks @axeangelsclub signature you’ve helped me crack this one.  So excited! @coool_kashish,http://twitter.com/ErManikSharma/statuses/566857786059812865,TWITTER,Feb 15 2015 07:13 AM,280146,604,278,5,928,2,5,76517,28975,34071,Negative
350760297163,TWEET FROM: SINHH,SINHH,"She was left ecstatic yesterday, axe signature you’re a wonder spray! #Febthe15th @axeangelsclub http://t.co/A4tanMISzs",http://twitter.com/sinhh/statuses/566857765411225600,TWITTER,Feb 15 2015 07:13 AM,1356289,702,175,10,813,1,9,76518,12756,47197,Neutral
350760295901,TWEET FROM: MAINIMANISH,MAINIMANISH,"She was mesmerized completely, axe signature you’re a true wonder! #Febthe15th @axeangelsclub http://t.co/wFI0Tjxqzm",http://twitter.com/mainimanish/statuses/566857766518534144,TWITTER,Feb 15 2015 07:13 AM,720888,368,151,3,691,3,0,18629,39653,53183,Neutral
350760296725,TWEET FROM: ABUCRIC,ABUCRIC,Axe signature your my go to perfume now! Thanks @axeangelsclub for helping me make it to #Febthe15th dinner date,http://twitter.com/AbuCric/statuses/566857762391326720,TWITTER,Feb 15 2015 07:13 AM,409208,799,294,4,934,2,6,87557,24259,31390,Neutral
350760277892,TWEET FROM: UJWALADIGA,UJWALADIGA,The signature perfume by axe made her engrossed! @axeangelsclub #Febthe15th here I come!,http://twitter.com/UjwalAdiga/statuses/566857738035019776,TWITTER,Feb 15 2015 07:13 AM,1065212,558,172,10,754,5,13,68763,15201,77137,Positive
350760155315,TWEET FROM: SUNNYSAUBHAGYA,SUNNYSAUBHAGYA,Did your impression last enough? It’s time you provee it to @axeangelsclub with #Febthe15th. http://t.co/EIXJvdJuBI,http://twitter.com/sunnysaubhagya/statuses/566857573639274497,TWITTER,Feb 15 2015 07:12 AM,1383634,329,261,3,664,3,10,39529,32393,71879,Neutral
350760134526,TWEET FROM: ERMANIKSHARMA,ERMANIKSHARMA,"Catching up with her tonigh at The Zen, park tonight. Now I know I’ve finally made an impression! #Febthe15th @axeangelsclub",http://twitter.com/ErManikSharma/statuses/566857552353185792,TWITTER,Feb 15 2015 07:12 AM,237900,359,186,6,633,5,10,66563,9335,34068,Positive
350760125443,TWEET FROM: AJAYYADAV7383,AJAYYADAV7383,did your impression last enough? It’s time you prove it to @axeangelsclub with #Febthe15th. http://t.co/CLOvKflnQu,http://twitter.com/ajayyadav7383/statuses/566857535383011328,TWITTER,Feb 15 2015 07:12 AM,136654,797,289,0,1000,4,2,94647,13370,46189,Positive
350760115553,TWEET FROM: SANDEIEPCHANDA,SANDEIEPCHANDA,Excited for tonight’s dinner date at CPK with my darling! Couldn’t have been possible  without the axe signature #Febthe15th @axeangelsclub,http://twitter.com/sandeiepchanda/statuses/566857517490118658,TWITTER,Feb 15 2015 07:12 AM,931946,431,206,1,720,5,8,29197,11514,100654,Neutral
350760104642,TWEET FROM: ABUCRIC,ABUCRIC,Thinking of meeting her again? Leave an impression. Impress her with style . Be a part of @axeangelsclub & participate in #Febthe15th.,http://twitter.com/AbuCric/statuses/566857507251830784,TWITTER,Feb 15 2015 07:12 AM,220122,344,186,6,651,4,8,42313,36413,31389,Neutral
350760092645,TWEET FROM: ERMANIKSHARMA,ERMANIKSHARMA,Whoa! Another date with her? I surely left an impression! Guys participate in #Febthe15th contest from @axeangelsclub & win big.,http://twitter.com/ErManikSharma/statuses/566857472841752576,TWITTER,Feb 15 2015 07:12 AM,1148279,732,295,2,849,4,9,69758,1890,34067,Negative
350760069653,TWEET FROM: NITS_IS_HIT,NITS_IS_HIT,Left an unforgettable impression on her yesterday? Someone has an all new day to celebrate your signature style-> #Febthe15th @axeangelsclub,http://twitter.com/Nits_is_Hit/statuses/566857464406999040,TWITTER,Feb 15 2015 07:12 AM,1007892,668,200,6,935,1,12,77449,29146,19551,Positive
350760058857,TWEET FROM: SIHYEU,SIHYEU,Unbelievable #Febthe15th I’m looking forward for this one! Enjoying my day :) thanks @axeangelsclub !,http://twitter.com/Sihyeu/statuses/566857457171828736,TWITTER,Feb 15 2015 07:12 AM,651111,490,283,7,601,5,13,51344,19130,119016,Neutral
350760048099,TWEET FROM: ERMANIKSHARMA,ERMANIKSHARMA,"She was left ecstatic yesterday, axe signature you’re a wonder spray! #Febthe15th @axeangelsclub http://t.co/pAiFB5kNl1 @NehaChawla_",http://twitter.com/ErManikSharma/statuses/566857445129998336,TWITTER,Feb 15 2015 07:12 AM,211152,628,189,7,786,4,3,58253,22251,34066,Positive
350760049056,TWEET FROM: SHREY_RCBIAN,SHREY_RCBIAN,"She was left ecstatic yesterday, axe signature you’re a wonder spray! #Febthe15th @axeangelsclub http://t.co/1BkQ1TArMb",http://twitter.com/shrey_RCBian/statuses/566857438746251266,TWITTER,Feb 15 2015 07:11 AM,1353986,496,281,1,948,2,4,71027,10452,34792,Neutral
350760048980,TWEET FROM: KHAN_SUBHENDU,KHAN_SUBHENDU,Hell yeah! I knew axe signature would work like magic. Made it to #Febthe15th thank you @axeangelsclub!,http://twitter.com/khan_subhendu/statuses/566857439526395904,TWITTER,Feb 15 2015 07:11 AM,647215,512,217,4,670,3,1,40712,22122,31872,Neutral
350760026067,TWEET FROM: SHREY_RCBIAN,SHREY_RCBIAN,Thinking of meeting her again? Leave an impression. Be a part of @axeangelsclub,http://twitter.com/shrey_RCBian/statuses/566857418358136832,TWITTER,Feb 15 2015 07:11 AM,733057,544,214,8,915,1,15,40451,6376,34791,Positive
350759983193,TWEET FROM: UJWALADIGA,UJWALADIGA,Unbelievable #Febthe15th I’m looking forward for this one! Don’t fade away guys..  @axeangelsclub,http://twitter.com/UjwalAdiga/statuses/566857378302132224,TWITTER,Feb 15 2015 07:11 AM,7349,503,200,9,545,2,9,36765,34872,77132,Neutral
350759971643,TWEET FROM: MK_MO_,MK_MO_,@promisingace @axeangelsclub axe fragrances are the secret #FebThe15th,http://twitter.com/mk_mo_/statuses/566857373445132288,TWITTER,Feb 15 2015 07:11 AM,310853,544,252,8,747,5,0,31326,30820,33127,Negative
350759940405,TWEET FROM: ANISHWEBERING,ANISHWEBERING,@Sihyeu Unbelievable #Febthe15th I’m looking forward for this one! Don’t fade away guys.. @axeangelsclub,http://twitter.com/Anishwebering/statuses/566857336124215296,TWITTER,Feb 15 2015 07:11 AM,440217,691,264,7,910,5,10,68286,10617,25338,Neutral
350759894084,TWEET FROM: AJAYYADAV7383,AJAYYADAV7383,She was blown by my alluring self yesterday. Was only possible due to axe signature Thanks  @axeangelsclub! Excited for #Febthe15th :D,http://twitter.com/ajayyadav7383/statuses/566857281317269504,TWITTER,Feb 15 2015 07:11 AM,423711,660,278,5,938,4,2,37721,12797,46184,Positive
350759940205,TWEET FROM: MAGICIANBOBO,MAGICIANBOBO,@rohitify  Unbelievable #Febthe15th I’m looking forward for this one! Don’t fade away guys.. @axeangelsclub,http://twitter.com/MagicianBoBo/statuses/566857269657096192,TWITTER,Feb 15 2015 07:11 AM,449289,742,195,3,946,3,13,15073,33982,73001,Neutral
350759919999,TWEET FROM: JADDUJHAPPI,JADDUJHAPPI,My #tweetheart cherishes the @AXE scope of hypnotizing aromas. Splash some enchantment this Vday http://t.co/MuBQuVFr3x #tweetheart,http://twitter.com/JadduJhappi/statuses/566857251160211456,TWITTER,Feb 15 2015 07:11 AM,819209,792,246,6,730,1,8,83174,37656,117523,Neutral
350759828950,TWEET FROM: COMEONSHIV,COMEONSHIV,i had a super valentines and thanx to signature fragrance from #Febthe15th @axeangelsclub,http://twitter.com/comeonshiv/statuses/566857193220100096,TWITTER,Feb 15 2015 07:11 AM,407084,400,162,2,684,5,11,32753,16106,26658,Neutral
350759786277,TWEET FROM: SUNNYSAUBHAGYA,SUNNYSAUBHAGYA,Did your impression last enough? It’s time you prove it to @axeangelsclub with #Febthe15th. http://t.co/EIXJvdJuBI,http://twitter.com/sunnysaubhagya/statuses/566857135120609281,TWITTER,Feb 15 2015 07:10 AM,771612,726,174,6,780,0,8,91558,40453,71876,Neutral
350759769266,TWEET FROM: SHREY_RCBIAN,SHREY_RCBIAN,Unbelievable #Febthe15th I’m so excited for this one! Make a mark today @axeangelsclub,http://twitter.com/shrey_RCBian/statuses/566857118368538624,TWITTER,Feb 15 2015 07:10 AM,588428,422,161,2,845,4,12,23443,17814,34788,Neutral
350759755727,TWEET FROM: ASHOK_UPPULURI,ASHOK_UPPULURI,Still can't accept my appeal worked yesterday! Couldn't have been conceivable without hatchet signature! #Febthe15th @axeangelsclub,http://twitter.com/Ashok_Uppuluri/statuses/566857100668588033,TWITTER,Feb 15 2015 07:10 AM,1363642,581,292,6,576,5,8,78359,13721,19240,Positive
350759767923,TWEET FROM: LOVELY_SATHISH,LOVELY_SATHISH,@axeangelsclub Did your impression last enough? It’s time you prove it to @axeangelsclub with #Febthe15th. http://t.co/VTdh1wgWCb,http://twitter.com/Lovely_Sathish/statuses/566857098806312963,TWITTER,Feb 15 2015 07:10 AM,383914,741,291,2,948,4,10,49908,18631,89114,Neutral
350759681261,TWEET FROM: AJAYYADAV7383,AJAYYADAV7383,Thinking of meeting her again? Leave an impression. Be a part of @axeangelsclub &  participate in #Febthe15th.,http://twitter.com/ajayyadav7383/statuses/566856996456902656,TWITTER,Feb 15 2015 07:10 AM,609343,799,184,9,508,5,13,7333,38014,46178,Neutral
350759677041,TWEET FROM: DHYANI1811,DHYANI1811,Let the axe signature perfume work its magic again! Participate & win #Febthe15th @axeangelsclub,http://twitter.com/Dhyani1811/statuses/566856988298989570,TWITTER,Feb 15 2015 07:10 AM,1339723,537,163,8,820,5,15,80735,5772,92043,Negative
350759650840,TWEET FROM: MK_MO_,MK_MO_,axe signature worked wonders yesterday! She was awestruck #Febthe15th @axeangelsclub,http://twitter.com/mk_mo_/statuses/566856975426666496,TWITTER,Feb 15 2015 07:10 AM,1122313,780,293,1,750,5,1,53325,2887,33120,Negative
350766324893,Struggling West Indies look to cross Ireland hurdle,,". Dwyane, who led the protest, faced the World Cup axe and Holder, 23, became the youngest-ever West Indies captain. The young pacer though still tried to put up a brave face before the 50-over showpiece event. ""Not having them would be a huge loss to any side. But it's beyond our control and we have to accept it...",http://www.business-standard.com/article/pti-stories/struggling-west-indies-look-to-cross-ireland-hurdle-115021500217_1.html,Mainstream Media,Feb 15 2015 07:10 AM,24104,624,222,4,907,2,8,86153,37930,0,Neutral
350759677976,TWEET FROM: UJWALADIGA,UJWALADIGA,She was blown by my alluring self yesterday. Was only possible due to axe signature Thanks @axeangelsclub! Excited for #Febthe15th :D,http://twitter.com/UjwalAdiga/statuses/566856967050629120,TWITTER,Feb 15 2015 07:10 AM,609873,354,160,7,756,1,0,59649,8482,77128,Positive
350759642543,TWEET FROM: PROMISINGACE,PROMISINGACE,let your charm flow freely with AXE Signature range of perfumes  & cherish #FebThe15th @axeangelsclub,http://twitter.com/promisingace/statuses/566856946322382848,TWITTER,Feb 15 2015 07:10 AM,121922,562,297,0,956,3,2,79966,3116,53356,Positive
350931672418,"Re: Hello, I Am Here To Service You",RAMY,"Quote: What did I say? 'n' Maokey is a dumbass tree. Only like 1 hero other than Sion (who is trash and inviable now) has an Axe.. You can't fuckin' cut a tree down with Riven's broken sord lmao. but when riven ults her sword gets fixed, and cuts trees yo",http://forums.d2jsp.org/topic.php?t=72238646&f=133#p486604259,Forum Replies,Feb 15 2015 07:10 AM,1244327,581,231,6,781,4,15,88863,28343,0,Positive
350759604760,TWEET FROM: BEING_AKBAR,BEING_AKBAR,Excited for tonight’s dinner date at CPK with my darling! Couldn’t have been possible without the axe signature #Febthe15th @axeangelsclub,http://twitter.com/Being_Akbar/statuses/566856920623886336,TWITTER,Feb 15 2015 07:09 AM,308695,634,212,9,840,1,0,62817,32517,43519,Neutral
350759607815,TWEET FROM: VINAYLOHIA82,VINAYLOHIA82,Did your impression last enough? It’s time you prove it to @axeangelsclub with #Febthe15th. http://t.co/7lf5vpM7rP,http://twitter.com/vinaylohia82/statuses/566856919151702016,TWITTER,Feb 15 2015 07:09 AM,404150,523,247,8,852,3,6,69750,2809,102683,Positive
350759646078,TWEET FROM: SHALEENSOMANI,SHALEENSOMANI,Did your impression last enough? It’s time you prove it to @axeangelsclub with #Febthe15th. http://t.co/BM6jUiTMGy,http://twitter.com/shaleensomani/statuses/566856905411149825,TWITTER,Feb 15 2015 07:09 AM,982308,550,277,3,808,3,6,36176,23240,26297,Negative
350759574562,TWEET FROM: MK_MO_,MK_MO_,couldn’t have done it without axe signature range of body perfumes! Made it to #Febthe15th @axeangelsclub,http://twitter.com/mk_mo_/statuses/566856877363822593,TWITTER,Feb 15 2015 07:09 AM,412384,311,240,5,891,5,4,91676,30949,33117,Negative
350759572960,TWEET FROM: SHALEENSOMANI,SHALEENSOMANI,Leave an impression. Be a part of @axeangelsclub & participate in #Febthe15th contest to win a date.,http://twitter.com/shaleensomani/statuses/566856874356531201,TWITTER,Feb 15 2015 07:09 AM,583714,378,196,0,878,3,1,40408,32766,26296,Neutral
350759535570,TWEET FROM: ERMANIKSHARMA,ERMANIKSHARMA,The signature perfume by axe left her wanting for more! @axeangelsclub #Febthe15th here I come!  http://t.co/pAiFB5kNl1,http://twitter.com/ErManikSharma/statuses/566856813094531073,TWITTER,Feb 15 2015 07:09 AM,1303774,699,230,2,638,3,0,52040,31713,34060,Negative
350759511587,TWEET FROM: MAGICIANBOBO,MAGICIANBOBO,@AbuCric Thinking of meeting her again? Leave an impression. Be a part of @axeangelsclub & participate in #Febthe15th.,http://twitter.com/MagicianBoBo/statuses/566856805892902913,TWITTER,Feb 15 2015 07:09 AM,1061168,348,282,9,574,1,2,45755,9138,72994,Positive
350759527370,TWEET FROM: SHREY_RCBIAN,SHREY_RCBIAN,Excited for tonight’s dinner date at CPK with my darling! Couldn’t have been possible without the axe signature #Febthe15th @axeangelsclub,http://twitter.com/shrey_RCBian/statuses/566856796011520000,TWITTER,Feb 15 2015 07:09 AM,108903,609,266,9,521,0,9,21385,25738,34784,Neutral
350759503020,TWEET FROM: MAGICIANBOBO,MAGICIANBOBO,@i5achin Thinking of meeting her again? Leave an impression. Be a part of @axeangelsclub & participate in #Febthe15th.,http://twitter.com/MagicianBoBo/statuses/566856776704741376,TWITTER,Feb 15 2015 07:09 AM,915831,307,167,5,521,3,12,31480,23318,72992,Negative
350759471987,TWEET FROM: MAINIMANISH,MAINIMANISH,So far so good! Tonight dining at Shiro with my beauty! Thanks @axeangelsclub signature you’ve helped me crack this one. #Febthe15th,http://twitter.com/mainimanish/statuses/566856748519022593,TWITTER,Feb 15 2015 07:09 AM,597239,581,273,5,541,5,6,37015,17610,53175,Negative
350759444647,TWEET FROM: SHREY_RCBIAN,SHREY_RCBIAN,#Febthe15th It really worked. Axe signature perfume made her awestruck @axeangelsclub,http://twitter.com/shrey_RCBian/statuses/566856715539578881,TWITTER,Feb 15 2015 07:09 AM,357478,769,272,4,642,3,10,88828,17897,34781,Positive
350759454927,TWEET FROM: SIHYEU,SIHYEU,The signature perfume by axe left her wanting for more!  #Febthe15th here I come!,http://twitter.com/Sihyeu/statuses/566856697184911360,TWITTER,Feb 15 2015 07:09 AM,1136245,612,184,8,520,4,3,14566,34974,119008,Neutral
350759454899,TWEET FROM: NITS_IS_HIT,NITS_IS_HIT,The signature perfume by axe made her stick to me! #Febthe15th here I come!  @axeangelsclub,http://twitter.com/Nits_is_Hit/statuses/566856697193320449,TWITTER,Feb 15 2015 07:09 AM,276577,451,150,3,822,1,10,92166,34594,19544,Negative
